Sales_ID,Name,Year,Selling_Price,km_Driven,City_Code,State_Code,Postal_Code,Fuel,Seller_Type,Transmission,Owner,Mileage,Engine,Max_Power,Seats,City_Name,State_Code_city,City_Code_postal,Region_Code,Region,State_Name,Sold
5155,Volkswagen Ameo 1.5 TDI Comfortline,2018,560000,18000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,5,Hyderabad,ST25,CT05,R4,South,Telangana,N
5156,Maruti Vitara Brezza LDi Option,2017,650000,70000,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
5157,Mahindra XUV500 W7 BSIV,2018,1150000,29000,CT01,ST15,400035,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,152.87 bhp,7,Mumbai,ST15,CT01,R3,West,Maharashtra,N
5158,Maruti Baleno Delta 1.2,2016,480000,65755,CT24,ST13,680001,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
5159,Ford EcoSport 1.5 Diesel Titanium BSIV,2019,960000,2600,CT14,ST07,395101,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5,Surat,ST07,CT14,R3,West,Gujarat,N
5160,Mahindra XUV500 AT W6 2WD,2017,1050000,46000,CT03,ST24,600039,Diesel,Individual,Automatic,First Owner,16.0 kmpl,2179 CC,140 bhp,7,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
5161,Hyundai EON Era Plus,2017,310000,15000,CT08,ST29,700053,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
5162,Maruti Swift Dzire VDI,2014,500000,60000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5,Hyderabad,ST25,CT05,R4,South,Telangana,N
5163,Maruti Alto K10 VXI AGS Optional,2017,350000,15500,CT24,ST13,680001,Petrol,Individual,Automatic,First Owner,23.95 kmpl,998 CC,67.1 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
5164,Honda Amaze S i-Dtech,2015,365000,120000,CT23,ST12,574142,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
5165,Mitsubishi Lancer 2.0 GLd,2008,165000,120000,CT06,ST22,302029,Diesel,Individual,Manual,Third Owner,14.8 kmpl,1998 CC,68 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,N
5166,Tata Spacio Gold-10/6 Str BSII,2007,100000,120000,CT28,ST11,834001,Diesel,Individual,Manual,Third Owner,14.6 kmpl,2956 CC,63 bhp,10,Ranchi,ST11,CT28,R2,East,Jharkhand,N
5167,Mahindra Bolero SLX,2007,240000,80000,CT09,ST34,110029,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7,Delhi,ST34,CT09,R5,North,Delhi,N
5168,Mahindra Marazzo M2 BSIV,2019,925000,40000,CT25,ST01,524225,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121 bhp,7,Nellore,ST01,CT25,R4,South,Andhra Pradesh,N
5169,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,590000,15000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,N
5170,Tata Aria Pride,2013,525000,110000,CT21,ST27,248001,Diesel,Individual,Manual,Second Owner,13.7 kmpl,2179 CC,138.1 bhp,7,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
5171,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,720000,80000,CT04,ST24,641043,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
5172,Renault Duster 110PS Diesel RxL AMT,2017,850000,50000,CT01,ST15,400035,Diesel,Individual,Automatic,First Owner,19.6 kmpl,1461 CC,108.45 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,N
5173,Mahindra Scorpio VLS AT 2.2 mHAWK,2010,490000,110000,CT15,ST20,751022,Diesel,Individual,Automatic,First Owner,11.79 kmpl,2179 CC,120 bhp,8,Bhubaneshwar,ST20,CT15,R2,East,Odisha,N
5174,Honda Amaze S i-Dtech,2013,325000,100000,CT04,ST24,641043,Diesel,Individual,Manual,First Owner,25.8 kmpl,1498 CC,98.6 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
5175,Hyundai Verna CRDi 1.6 AT SX Option,2019,1200000,20000,CT04,ST24,641043,Diesel,Individual,Automatic,First Owner,22.0 kmpl,1582 CC,126.2 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
5176,Mahindra Bolero 2011-2019 ZLX,2012,450000,135000,CT16,ST23,737101,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7,Gangtok,ST23,CT16,R6,North East,Sikkim,N
5177,Tata Indigo CS LS (TDI) BS-III,2014,300000,50700,CT22,ST14,452003,Diesel,Individual,Manual,First Owner,19.09 kmpl,1405 CC,69.01 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
5178,Volkswagen Polo Diesel Highline 1.2L,2013,365000,70000,CT27,ST11,831001,Diesel,Individual,Manual,Second Owner,22.07 kmpl,1199 CC,73.9 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
5179,Mercedes-Benz New C-Class 200 K AT,2007,500000,120000,CT20,ST28,208002,Petrol,Individual,Automatic,First Owner,11.7 kmpl,1796 CC,178 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
5180,Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,900000,112000,CT13,ST04,800002,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8,Patna,ST04,CT13,R2,East,Bihar,N
5181,Hyundai Grand i10 1.2 CRDi Sportz,2018,700000,35000,CT19,ST12,570004,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,N
5182,Renault Duster 110PS Diesel RxZ,2017,880000,50000,CT26,ST15,431001,Diesel,Individual,Manual,First Owner,19.6 kmpl,1461 CC,108.45 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
5183,Toyota Innova 2.5 GX (Diesel) 7 Seater,2014,700000,121000,CT11,ST07,382220,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100.6 bhp,7,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
5184,Mahindra Scorpio 2009-2014 SLE 7S BSIII,2009,380000,120000,CT09,ST34,110029,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,7,Delhi,ST34,CT09,R5,North,Delhi,N
5185,Toyota Corolla H2,2006,150000,90000,CT19,ST12,570004,Petrol,Individual,Manual,Third Owner,13.4 kmpl,1794 CC,125 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,N
5186,Maruti Zen Estilo LXI Green (CNG),2014,235000,70000,CT01,ST15,400035,CNG,Individual,Manual,Second Owner,26.3 km/kg,998 CC,67.1 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,N
5187,Renault KWID 1.0 RXT Optional,2018,320000,20000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,23.01 kmpl,999 CC,67 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
5188,Renault Duster 85PS Diesel RxL,2015,550000,60000,CT24,ST13,680001,Diesel,Individual,Manual,First Owner,20.45 kmpl,1461 CC,83.8 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
5189,BMW 5 Series 520d Luxury Line,2016,3200000,40000,CT29,ST24,632001,Diesel,Individual,Automatic,First Owner,18.12 kmpl,1995 CC,190 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5190,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,440000,CT26,ST15,431001,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
5191,Mahindra TUV 300 T6 Plus,2017,645000,60000,CT01,ST15,400035,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,7,Mumbai,ST15,CT01,R3,West,Maharashtra,N
5192,Maruti Wagon R VXI BS IV,2015,300000,110000,CT07,ST13,682024,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,N
5193,Hyundai i20 Active 1.4,2016,580000,152000,CT08,ST29,700053,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
5194,Hyundai i20 1.2 Asta,2011,220000,220000,CT02,ST15,411002,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
5195,Mahindra Bolero 2011-2019 ZLX BSIII,2013,451000,70000,CT06,ST22,302029,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7,Jaipur,ST22,CT06,R5,North,Rajasthan,N
5196,Tata Nexon 1.2 Revotron XZ Plus,2018,850000,50000,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
5197,Maruti Swift Dzire VDi,2011,300000,125000,CT23,ST12,574142,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
5198,Ford Figo 1.2P Trend MT,2016,350000,60000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,5,Patna,ST04,CT13,R2,East,Bihar,N
5199,Maruti Eeco CNG HTR 5-STR,2014,300000,90000,CT22,ST14,452003,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
5200,Maruti Eeco CNG HTR 5-STR,2017,390000,30000,CT16,ST23,737101,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,63 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
5201,Toyota Innova 2.5 VX (Diesel) 8 Seater,2016,1200000,90000,CT10,ST12,560063,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,8,Bangalore,ST12,CT10,R4,South,Karnataka,N
5202,Volkswagen Ameo 1.2 MPI Comfortline,2017,550000,20000,CT06,ST22,302029,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,73.75 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,N
5203,Maruti Swift VDI,2012,300000,110000,CT07,ST13,682024,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,5,Kochi,ST13,CT07,R4,South,Kerala,N
5204,Volkswagen Vento Diesel Highline,2012,300000,150000,CT11,ST07,382220,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
5205,Hyundai i20 1.4 CRDi Sportz,2012,350000,110000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,23.0 kmpl,1396 CC,90 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
5206,Hyundai Creta 1.6 CRDi SX Option,2015,880000,120000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,19.67 kmpl,1582 CC,126.2 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
5207,Hyundai Accent Executive CNG,2010,160000,120000,CT21,ST27,248001,CNG,Individual,Manual,Second Owner,13.2 km/kg,1495 CC,93.7 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
5208,Tata Sumo GX,2012,250000,80000,CT03,ST24,600039,Diesel,Individual,Manual,Fourth & Above Owner,15.3 kmpl,2956 CC,83.8 bhp,7,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
5209,Hyundai i20 Active 1.4 SX,2016,660000,110000,CT02,ST15,411002,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
5210,Tata Zest Revotron 1.2T XMS,2015,450000,40000,CT05,ST25,500020,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5,Hyderabad,ST25,CT05,R4,South,Telangana,N
5211,Volkswagen Polo GT TDI,2012,400000,110000,CT29,ST24,632001,Diesel,Individual,Manual,Second Owner,19.7 kmpl,1598 CC,103.6 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5212,Mahindra Scorpio S7 120,2019,1300000,20000,CT14,ST07,395101,Diesel,Individual,Manual,First Owner,16.36 kmpl,2179 CC,120 bhp,7,Surat,ST07,CT14,R3,West,Gujarat,N
5213,Ford Figo Diesel Celebration Edition,2013,229999,230000,CT28,ST11,834001,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68.1 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
5214,Chevrolet Beat LT,2010,140000,60000,CT15,ST20,751022,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,5,Bhubaneshwar,ST20,CT15,R2,East,Odisha,N
5215,Maruti Zen Estilo LXI BS IV,2012,195000,35000,CT28,ST11,834001,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,67.1 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
5216,Hyundai i20 Active Base Petrol,2015,500000,45000,CT26,ST15,431001,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,5,Aurangabad,ST15,CT26,R3,West,Maharashtra,N
5217,Tata Nano Cx BSIII,2012,60000,45000,CT14,ST07,395101,Petrol,Individual,Manual,First Owner,25.4 kmpl,624 CC,38 bhp,4,Surat,ST07,CT14,R3,West,Gujarat,N
5218,Tata Zest Revotron 1.2T XM,2016,400000,25000,CT04,ST24,641043,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
5219,Hyundai i20 Magna 1.2,2014,400000,10000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
5220,Maruti Wagon R VXI Optional,2018,380000,19000,CT20,ST28,208002,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
5221,Maruti Baleno Delta 1.2,2019,579000,10000,CT12,ST28,201301,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,N
5222,Mahindra KUV 100 G80 K2,2019,400000,25000,CT29,ST24,632001,Petrol,Individual,Manual,First Owner,18.15 kmpl,1198 CC,82 bhp,6,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5223,Hyundai i10 Magna 1.2 iTech SE,2012,270000,30000,CT17,ST07,391510,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,N
5224,Mahindra Bolero 2011-2019 SLX 2WD BSIII,2014,500000,90000,CT09,ST34,110029,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7,Delhi,ST34,CT09,R5,North,Delhi,N
5225,Tata Tiago 1.2 Revotron XT,2017,475000,20000,CT25,ST01,524225,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,N
5226,Nissan Terrano XL D Option,2018,850000,48000,CT15,ST20,751022,Diesel,Individual,Manual,First Owner,19.87 kmpl,1461 CC,83.14 bhp,5,Bhubaneshwar,ST20,CT15,R2,East,Odisha,N
5227,Mahindra Scorpio 2006-2009 VLX 2WD 7 Str BSIII,2009,475000,120000,CT03,ST24,600039,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,7,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
5228,Maruti Swift Dzire Ldi BSIV,2012,370000,210000,CT12,ST28,201301,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,5,Noida,ST28,CT12,R1,Central,Uttar Pradesh,N
5229,Hyundai i10 Magna 1.1L,2010,187000,200400,CT17,ST07,391510,Petrol,Individual,Manual,Second Owner,19.81 kmpl,1086 CC,68.05 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,N
5230,Hyundai i10 Magna,2008,195000,110000,CT22,ST14,452003,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
5231,Tata Safari DICOR 2.2 LX 4x2,2014,459999,38000,CT02,ST15,411002,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138.03 bhp,7,Pune,ST15,CT02,R3,West,Maharashtra,N
5232,Toyota Corolla AE,2004,135000,90000,CT16,ST23,737101,Petrol,Individual,Manual,Second Owner,13.4 kmpl,1794 CC,125 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
5233,Maruti Ertiga SHVS ZDI Plus,2017,850000,43000,CT06,ST22,302029,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7,Jaipur,ST22,CT06,R5,North,Rajasthan,N
5234,Hyundai Santro Asta BSIV,2018,500000,25000,CT02,ST15,411002,Petrol,Individual,Manual,First Owner,20.3 kmpl,1086 CC,68 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
5235,Maruti Wagon R VXI BS IV,2016,385000,26000,CT09,ST34,110029,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
5236,Hyundai Verna CRDi SX,2006,135000,120000,CT20,ST28,208002,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1493 CC,110 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
5237,Maruti Alto LXi,2008,120000,70000,CT15,ST20,751022,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5,Bhubaneshwar,ST20,CT15,R2,East,Odisha,N
5238,Honda Accord VTi-L MT,2006,200000,60000,CT23,ST12,574142,Petrol,Individual,Manual,Third Owner,11.9 kmpl,2354 CC,144 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
5239,Tata New Safari 3L Dicor LX 4x2,2007,200000,120000,CT18,ST21,141003,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2956 CC,138.1 bhp,7,Ludhiana,ST21,CT18,R5,North,Punjab,N
5240,Maruti Ciaz ZXi,2016,700000,20000,CT28,ST11,834001,Petrol,Individual,Manual,First Owner,20.73 kmpl,1373 CC,91.1 bhp,5,Ranchi,ST11,CT28,R2,East,Jharkhand,N
5241,Tata Indigo CR4,2013,290000,25000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5242,Maruti Swift Dzire ZDI Plus,2017,725000,60000,CT29,ST24,632001,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5243,Tata Sumo EX 10/7 Str BSIII,2008,200000,80000,CT05,ST25,500020,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,10,Hyderabad,ST25,CT05,R4,South,Telangana,N
5244,Maruti Omni E MPI STD BS IV,2014,155000,80000,CT13,ST04,800002,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,8,Patna,ST04,CT13,R2,East,Bihar,N
5245,Honda Amaze S i-VTEC,2019,690000,1303,CT27,ST11,831001,Petrol,Dealer,Manual,First Owner,17.8 kmpl,1198 CC,86.7 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
5246,Audi Q5 35TDI Premium Plus,2018,3975000,31800,CT02,ST15,411002,Diesel,Dealer,Automatic,First Owner,17.01 kmpl,1968 CC,188 bhp,5,Pune,ST15,CT02,R3,West,Maharashtra,N
5247,Lexus ES 300h,2019,5150000,20000,CT25,ST01,524225,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,N
5248,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,CT29,ST24,632001,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5249,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,CT25,ST01,524225,Petrol,Individual,Automatic,First Owner,9.5 kmpl,3604 CC,280 bhp,5,Nellore,ST01,CT25,R4,South,Andhra Pradesh,N
5250,Toyota Camry 2.5 Hybrid,2016,2000000,68089,CT21,ST27,248001,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
5251,Honda Jazz VX,2016,550000,56494,CT11,ST07,382220,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
5252,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,CT29,ST24,632001,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7,Vellore,ST24,CT29,R4,South,Tamil Nadu,N
5253,BMW X4 M Sport X xDrive20d,2019,5400000,7500,CT08,ST29,700053,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
5254,BMW X4 M Sport X xDrive20d,2019,5500000,8500,CT11,ST07,382220,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
5255,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,CT04,ST24,641043,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5,Coimbatore,ST24,CT04,R4,South,Tamil Nadu,N
5256,Volvo V40 D3 R-Design,2018,2475000,2000,CT20,ST28,208002,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5,kanpur,ST28,CT20,R1,Central,Uttar Pradesh,N
5257,Mercedes-Benz E-Class Exclusive E 200 BSIV,2019,5200000,17000,CT06,ST22,302029,Petrol,Dealer,Automatic,First Owner,15.0 kmpl,1991 CC,194.4 bhp,5,Jaipur,ST22,CT06,R5,North,Rajasthan,N
5258,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,CT27,ST11,831001,Diesel,Dealer,Automatic,First Owner,12.83 kmpl,1999 CC,148.31 bhp,7,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
5259,Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,CT16,ST23,737101,Diesel,Dealer,Automatic,First Owner,13.5 kmpl,2987 CC,254.79 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
5260,BMW 5 Series 520d Sport Line,2018,4000000,10000,CT17,ST07,391510,Diesel,Dealer,Automatic,First Owner,22.48 kmpl,1995 CC,187.74 bhp,5,Vadodara,ST07,CT17,R3,West,Gujarat,N
5261,Hyundai Venue SX Plus Turbo DCT BSIV,2019,1125000,3500,CT11,ST07,382220,Petrol,Dealer,Automatic,First Owner,18.15 kmpl,998 CC,118.35 bhp,5,Ahmedabad,ST07,CT11,R3,West,Gujarat,N
5262,Audi A4 35 TDI Premium Plus,2016,1898999,46000,CT01,ST15,400035,Diesel,Dealer,Automatic,First Owner,18.25 kmpl,1968 CC,187.74 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,N
5263,Honda CR-V 2.4L 4WD AT AVN,2017,1650000,52000,CT16,ST23,737101,Petrol,Dealer,Automatic,First Owner,12.0 kmpl,2354 CC,187.4 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
5264,Maruti Swift VXI,2011,280000,20000,CT19,ST12,570004,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8 bhp,5,Mysore,ST12,CT19,R4,South,Karnataka,N
5265,Tata Tigor 1.2 Revotron XE,2019,450000,25000,CT23,ST12,574142,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
5266,Maruti Esteem LX - BSIII,2006,135000,70000,CT09,ST34,110029,Petrol,Individual,Manual,Second Owner,15.9 kmpl,1298 CC,85 bhp,5,Delhi,ST34,CT09,R5,North,Delhi,N
5267,Mahindra XUV500 W4,2014,650000,40000,CT21,ST27,248001,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140 bhp,7,Dehradun,ST27,CT21,R1,Central,Uttarakhand,N
5268,Maruti Baleno Delta,2020,650000,7300,CT27,ST11,831001,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.80 bhp,5,Jamshedpur,ST11,CT27,R2,East,Jharkhand,N
5269,Maruti Ciaz 1.3 Sigma,2018,750000,25000,CT03,ST24,600039,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5,Chennai,ST24,CT03,R4,South,Tamil Nadu,N
5270,Maruti Alto LXi,2010,150000,100000,CT08,ST29,700053,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5,Kolkata,ST29,CT08,R2,East,West Bengal,N
5271,Mahindra KUV 100 mFALCON D75 K8,2017,500000,35000,CT02,ST15,411002,Diesel,Individual,Manual,First Owner,25.32 kmpl,1198 CC,77 bhp,6,Pune,ST15,CT02,R3,West,Maharashtra,N
5273,Hyundai Verna 1.6 SX,2013,425000,80000,CT23,ST12,574142,Diesel,Individual,Manual,Second Owner,22.32 kmpl,1582 CC,126.32 bhp,5,Mangalore,ST12,CT23,R4,South,Karnataka,N
5274,Hyundai i10 Magna,2010,260000,60000,CT16,ST23,737101,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,5,Gangtok,ST23,CT16,R6,North East,Sikkim,N
5275,Volkswagen Polo 1.5 TDI Highline,2014,400000,110000,CT01,ST15,400035,Diesel,Individual,Manual,Second Owner,20.14 kmpl,1498 CC,88.8 bhp,5,Mumbai,ST15,CT01,R3,West,Maharashtra,N
5276,Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,575000,70000,CT24,ST13,680001,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,5,Thrissur,ST13,CT24,R4,South,Kerala,N
5277,Hyundai Santro Xing GL,2008,175000,40000,CT22,ST14,452003,Petrol,Individual,Manual,First Owner,0.0 kmpl,1086 CC,62 bhp,5,Indore,ST14,CT22,R1,Central,Madhya Pradesh,N
5278,Maruti SX4 Green Vxi (CNG),2010,250000,90000,CT13,ST04,800002,CNG,Individual,Manual,Second Owner,21.4 km/kg,1586 CC,103.3 bhp,5,Patna,ST04,CT13,R2,East,Bihar,N
